<<<<<<< HEAD
1 0 0.0101144347484835
2 0.0015 0.00988685996664259
3 0 0.00988685996664259
4 6.12323399573677e-19 -0.01
5 6.12323399573677e-19 0.01
6 0.00997167487602825 -0.000752130418735362
7 0 0.00781640898267458
8 0 0.00529127094636544
9 0 0.0027427257886374
10 0 0.000194180630909366
11 0 -0.00235436452681867
12 0 -0.00490290968454671
13 0 -0.00745145484227475
14 0.00983336723285724 0.0018179353299195
15 0.00904414323230279 0.0042665528466892
16 0.00765693273015396 0.00643205885901995
17 0.00576393542360238 0.00817172248871324
18 0.00353008113919971 0.00935620260312198
19 0.00246679169767463 -0.00969097202143745
20 0.00478112192741881 -0.00878298771006513
21 0.0067999520517665 -0.00733216558007772
22 0.00839850706476273 -0.00542817456269882
23 0.00947798731579557 -0.00318869196405332
24 0.00501306435714709 -0.000459238572740472
25 0.00542568284333347 0.001685715056607
26 0.00402133723297952 -0.00474800232589688
27 0.00432178314521599 0.00338729334390948
28 0.00258638102529282 -0.00662633857069465
29 0.00487867550493214 -0.00653395982092182
30 0.00603886170759115 -0.00501641743126416
31 0.00724822652953792 -0.0035635371792067
32 0.0074837261845767 -0.00160078835129392
33 0.00223170360937131 -0.00371958799573977
34 0.0076842894436497 0.000406895909233321
35 0.00248102572352606 -0.00125066507712788
36 0.00764175817930226 0.00242754767491092
37 0.00275325865943424 0.0014041913153216
38 0.00643980968616381 0.00403373454775249
39 0.00233653361828088 0.00429594535771377
40 0.00476319185409465 0.00565777201707487
41 0.00258036095094238 0.00719407022079018
42 0.00488564789293046 -0.00268706646864788
=======
1 0 0.0458831467741124
2 0.018 0.00871779788708135
3 0 0.00871779788708134
4 1.22464679914735e-18 -0.02
5 1.22464679914735e-18 0.02
6 0.0169463264122586 -0.0106217710919218
7 0.0163636363636364 0.0120964659677205
8 0.0147272727272727 0.0154751340483597
9 0.0130909090909091 0.0188538021289989
10 0.0114545454545455 0.0222324702096381
11 0.00981818181818182 0.0256111382902773
12 0.00818181818181819 0.0289898063709164
13 0.00654545454545455 0.0323684744515556
14 0.00490909090909092 0.0357471425321948
15 0.00327272727272728 0.039125810612834
16 0.00163636363636364 0.0425044786934732
17 0.0037109351353118 0.0196527087298802
18 0.00729299275064454 0.0186228960352316
19 0.0106217710919218 0.0169463264122586
20 0.0135816645921051 0.014681225660944
21 0.0160698787328063 0.0119062587538193
22 0 0.0421855543778106
23 0 0.0384879619815088
24 0 0.0347903695852071
25 0 0.0310927771889053
26 0 0.0273951847926035
27 0 0.0236975923963018
28 0 0.0162392659623605
29 0 0.0124785319247209
30 0.0036 0.00871779788708134
31 0.0072 0.00871779788708134
32 0.0108 0.00871779788708134
33 0.0144 0.00871779788708134
34 0.0187342506285288 -0.00700198924502648
35 0.0197586531132759 -0.00309768093083089
36 0.0199782397284137 0.000932704322941846
37 0.0193840769351858 0.00492519658194453
38 0 0.00512807315119649
39 0 0.00153834841531164
40 0 -0.00205137632057321
41 0 -0.00564110105645806
42 0 -0.00923082579234291
43 0 -0.0128205505282278
44 0 -0.0164102752641126
45 0.00401664632367912 -0.019592512659444
46 0.00786887891395075 -0.018386972144363
47 0.0114005100558723 -0.0164325399882658
48 0.0144678608477959 -0.0138087292133931
49 0.00585509825936204 0.0255205288478877
50 0.00730873968966163 0.0221021571815029
51 0.00993254983383346 0.0197685730547078
52 0.00306557598489028 0.0325746762481605
53 0.00375799439741826 0.0290908650866216
54 0.00258584753051716 0.0257209236318267
55 0.00314749302567353 0.0226847655778126
56 0.00358989483953288 0.0111915752923445
57 0.00789450212830295 0.0151814142816967
58 0.00412409782464424 0.015153363317843
59 0.0073716943798393 0.011920226634517
60 0.0130474091652149 0.0113856030913713
61 0.0103416968872743 0.0129724056825547
62 0.0123320409776615 -0.00519894591740503
63 0.010187843060865 0.00258869230445639
64 0.00958769921917601 -0.000671078579820451
65 0.00941890746990583 -0.0040263045165254
66 0.00403175372507895 -0.015196971769793
67 0.00387281877985944 -0.0115027655063416
68 0.00348231641115777 -0.00773836346715674
69 0.00310879281386966 -0.00384623868851563
70 0.00755176489172342 -0.013952117683389
71 0.00310879281386967 -0.000256513952630785
72 0.0106131532754226 -0.0122419682025047
73 0.00293391528968222 0.00327260069789003
74 0.0134262751027973 -0.0104518308536662
75 0.00246818478346426 0.00624861089504889
76 0.0146273296209427 -0.00754254823166765
77 0.0157897969081024 -0.00425123064722145
78 0.00537057719224008 0.00571838429526742
79 0.0162153846470238 -0.000781894497029531
80 0.00879844450246798 0.00548887204845034
81 0.0159799619789756 0.00279596526457654
82 0.0126903918748608 0.00511405296133063
83 0.0160732053168066 0.00604293963293591
84 0.00710742053620281 -0.009906513265311
85 0.00661118718364397 -0.00613125195319228
86 0.00632102561598679 -0.00205137632057321
87 0.00660009760071897 0.00201030555161694
88 0.0104680939951166 -0.00798279077863244
89 0.0126691844666831 -0.00220072971395082
90 0.0129597038318577 0.00112061190228309
>>>>>>> master
